id,song_spotify,artist_spotify,album,release_date,popularity
7KeM63RotkWiGnHKkboz4t,Better Than Ever (feat. Rod Wave),YoungBoy Never Broke Again,Decided 2,2023-11-10,62
779jpZikRmH99DiSVpwCHD,soak city (do it),310babii,lottery pick,2023-06-15,79
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,GOLDEN,2023-11-03,92
4vziJcnB2Qyi9o4nIRUeN7,Now And Then,The Beatles,Now And Then,2023-11-02,71
3Kh8X9lHztqVBTgw30HbXn,Cobra,Megan Thee Stallion,Cobra,2023-11-03,70
6CvTEtGagmzQvkUzzyKR9k,HARLEY QUINN,Fuerza Regida,Pa las Baby's Y Belikeada,2023-10-20,89
17cia5k4BpGVlyEfqrFH50,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,80
2m6HgwjakjAXimujX8m4sk,BLEED,The Kid LAROI,THE FIRST TIME,2023-11-10,71
2dPwBKr5uJeCeyd5IoWi8W,we don't fight anymore,Carly Pearce,we don't fight anymore,2023-06-16,74
1Iq8oo9XkmmvCQiGOfORiz,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),2023-10-26,87
5KD6AEm19QnMbfWpfoOHMl,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),2023-10-26,83
71BqAINEnezjQfxE4VuJfq,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,1989 (Taylor's Version),2023-10-26,83
4NioO5R9sHEZh4cGzMHyNt,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),2023-10-26,79
64FzgoLZ3oXu2SriZblHic,Bad Blood (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,75
1hjRhYpWyqDpPahmSlUTlc,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,83
6T0sEnqjmHISIKwFETeeiP,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),2023-10-26,74
45wMBGri1PORPjM9PwFfrS,Blank Space (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,81
1hR8BSuEqPCCZfv93zzzz9,Welcome To New York (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,77
045ZeOHPIzhxxsm8bq5kyE,Out Of The Woods (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,78
6GXgd1BPD9bUpqw5AntGV5,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,75
3pv7Q5v2dpdefwdWIvE7yH,Shake It Off (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,78
2vPMoMDXxu9uX1igWZmXSG,New Romantics (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,78
2ByBBvpR9b7IynvRmnG7kG,Clean (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,76
43y1WpBdnEy5TR9aZoSQL9,I Wish You Would (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,74
2f0GI2ZLUtbGqFx8t2Gk6A,I Know Places (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,71
2ve0kuaWUCt4Zx8x4bf1MR,Wonderland (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,72
75W3SngKzTuoQ94uLf3y82,How You Get The Girl (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,72
01YROQCnF1AQm7SCWJmD2o,This Is Halloween,The Citizens of Halloween,Nightmare Before Christmas Special Edition,2006-01-01,59
4UwqOWDpdeIDVQDuKT6iza,You Are In Love (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,73
5ya0TmUQw2wHMkq36rPsnd,World on Fire,Nate Smith,NATE SMITH (DELUXE),2023-04-28,78
38R5sydMbsBzSPGPMfmtpb,MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu,MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),2023-10-17,71
0rKWJnmo6Q0ovoPOLoLm0t,TOO MUCH,The Kid LAROI,TOO MUCH,2023-10-19,71
09hVlIVHtEE1nLUv6YGZiW,Burn It Down,Parker McCollum,Never Enough,2023-05-12,71
1Fav4xZn60uGM3XmiHJmvT,One Of Your Girls,Troye Sivan,Something To Give Each Other,2023-10-13,70
4MjDJD8cW7iVeWInc2Bdyj,MONACO,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,86
3nNmRE0DxHC6ZaKkrpUumS,FINA,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,81
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,92
23d8v6tU6lR77pFKsApMtF,NADIE SABE,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,73
4qSEvFGCpde73gqIuq3sho,HIBIKI,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,79
1ODFVLQszq0hCOdZtqV5wq,MR. OCTOBER,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,75
4Jc7252S1P99DjQ1lNGEOc,CYBERTRUCK,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,76
01ppKlDRCmPpusO3yNrSRY,TELEFONO NUEVO,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,75
3NhstUmrlhaN1M6hP8zMbb,BABY NUEVA,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,77
1YnChEM51BVZ5dRhbVFEMl,SEDA,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,77
56vKm4WIz8sk2thk4lCV3n,SAY MY GRACE (feat. Travis Scott),Offset,SET IT OFF,2023-10-13,43
1U3A66OHQyTu4N2QTMsP86,GRACIAS POR NADA,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,72
0rDQZJtSGgsB2rdkObpdFa,VOU 787,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,71
3TYOH7ta0101NYssoH5GlU,MERCEDES CAROTA,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,76
7ucEkWU0SVy0XFdfXESgfY,LOS PITS,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,73
39L3LdlHS3gqB62HPWaJRg,NO ME QUIERO CASAR,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,81
3mRF0YNsDdFKFnxwg16hSz,VUELVE CANDY B,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,72
5qzLdvRViHUrRNdkpakG7C,BATICANO,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,71
4pcafPzLDSqQktqSpxHL3E,THUNDER Y LIGHTNING,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,76
1C7lXfx4Y5maVl4AgUVlHA,ACHO PR,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,73
7kp6XhIxrvNb8BgTwLjaEx,WORTH IT (feat. Don Toliver),Offset,SET IT OFF,2023-10-13,69
7aqfrAY2p9BUSiupwk3svU,First Person Shooter (feat. J. Cole),Drake,For All The Dogs,2023-10-06,86
4ZUpTMKPYFTfJqamWFU9Zv,IDGAF (with blackbear),BoyWithUke,Serotonin Dreams,2022-05-06,73
4ZUpTMKPYFTfJqamWFU9Zv,IDGAF (with blackbear),BoyWithUke,Serotonin Dreams,2022-05-06,73
3eP13S8D5m2cweMEg3ZDed,Virginia Beach,Drake,For All The Dogs,2023-10-06,78
2nibvvDdAQkVraYP00z2RS,Calling For You (feat. 21 Savage),Drake,For All The Dogs,2023-10-06,69
4ZT0wGKwlJRjpMUuwZVy3p,Daylight,Drake,For All The Dogs,2023-10-06,71
53KaP77tkliz36LPxWGlWK,Fear Of Heights,Drake,For All The Dogs,2023-10-06,69
2DSy4HfDQoBsPPcRSoeM16,Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,For All The Dogs Scary Hours Edition,2023-11-17,58
6ZprqcYFC6D9eIZaCoqrSn,Gently (feat. Bad Bunny),Drake,For All The Dogs,2023-10-06,73
59ZmQR4pwCaa5iM3veM7Cs,Amen (feat. Teezo Touchdown),Drake,For All The Dogs Scary Hours Edition,2023-11-17,57
1GpWY5RiInhezB8wGWs6oN,7969 Santa,Drake,For All The Dogs,2023-10-06,66
0w3Mfe4PIVjuFjJbe3OlYv,8am in Charlotte,Drake,For All The Dogs,2023-10-06,72
1DAibqbopEYULPEtE8WHTE,What Would Pluto Do,Drake,For All The Dogs,2023-10-06,69
3JZjcKImHcmOI9ylL4zrSc,Bahamas Promises,Drake,For All The Dogs,2023-10-06,69
3IHt4j5uAEl7iBu8Utn985,Tried Our Best,Drake,For All The Dogs,2023-10-06,68
24FUBxaAYSBlWsbSnEzDcn,Members Only (feat. PARTYNEXTDOOR),Drake,For All The Dogs,2023-10-06,71
1PIgY9ybyFT9uWLM5POYGY,All The Parties (feat. Chief Keef),Drake,For All The Dogs,2023-10-06,67
03rwnftfgpYVO6QDWOZcG6,Drew A Picasso,Drake,For All The Dogs,2023-10-06,68
17IBDpAl3J39swaoPlfGpp,Another Late Night (feat. Lil Yachty),Drake,For All The Dogs,2023-10-06,71
4IcbUXrAzBtn6iUO1LP471,Away From Home,Drake,For All The Dogs,2023-10-06,65
1mjAD7IYvI5UGiB7WnppMf,BBL Love - Interlude,Drake,For All The Dogs,2023-10-06,61
3oZZfVvLJuDYc4Vn3A63Fw,Polar Opposites,Drake,For All The Dogs,2023-10-06,66
0ArVfVP8B5svkfj8clHNzB,Screw The World - Interlude,Drake,For All The Dogs,2023-10-06,56
2kE2HFBFkJ0VMw3igxYohz,Wild Ones (feat. Jelly Roll),Jessie Murph,Wild Ones (feat. Jelly Roll),2023-10-06,85
0p1hBWPaSxUDTSa32PyhnU,She Calls Me Back (with Kacey Musgraves),Noah Kahan,She Calls Me Back (with Kacey Musgraves),2023-10-06,78
6RcAHyC5sAUIbPTkhOQwd8,Y LLORO,Junior H,$AD BOYZ 4 LIFE II,2023-10-05,88
01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),Jung Kook,3D : The Remixes,2023-10-02,82
1bHnRc60O1N0l3PbHjaKyK,Better Place (From TROLLS Band Together),*NSYNC,Better Place (From TROLLS Band Together),2023-09-29,72
3eNOyXmzuA46bUvi8FkIoW,Mamaw's House,Thomas Rhett,Mamaw's House,2023-09-28,72
5aIVCx5tnk0ntmdiinnYvw,Water,Tyla,Water,2023-07-28,92
0mflMxspEfB0VbI1kyLiAv,Stick Season,Noah Kahan,Stick Season,2022-10-14,95
7oge1bC8xMdHGdmEBfxuTz,Shaq,Sqweez,Shaq,2022-12-16,50
4HXiZiCbYIiG03OQwXRYnE,Stars Like Confetti,Dustin Lynch,Blue In The Sky,2022-02-11,67
7kkLBfxW41iVO0cdLU9e9S,God Gave Me A Girl,Russell Dickerson,Russell Dickerson,2022-11-04,63
51RaJOy09JMFHyPaDgXxBO,The Secret Recipe,Lil Yachty,The Secret Recipe,2023-09-29,61
1fvC3CmNAbsx0V9ULMU8NB,Sarah's Place (feat. Noah Kahan),Zach Bryan,Sarah's Place (feat. Noah Kahan),2023-09-21,79
7dJYggqjKo71KI9sLzqCs8,Agora Hills,Doja Cat,Scarlet,2023-09-22,86
4Zj2uX6ApCFK9XzjwIhCIr,Boys Of Faith (feat. Bon Iver),Zach Bryan,Boys Of Faith (feat. Bon Iver),2023-09-21,75
1u2Fe70Qm9VFCIMPWFlfc1,Deep Satin,Zach Bryan,Boys Of Faith,2023-09-22,71
3xOi0YhDREKRURFHoNaAOQ,Nine Ball,Zach Bryan,Boys Of Faith,2023-09-22,79
5wjsJIUf6pdrwauPDae43o,El Jefe,Shakira,El Jefe,2023-09-20,74
1xWkeSPhf3bZqHY7Ncz8vp,500lbs,Lil Tecca,500lbs,2023-07-21,79
1ja4311zfLHqUL96poSXfP,ONE MORE TIME,blink-182,ONE MORE TIME...,2023-10-20,67
5ixdmTpCmH5diBA1j154wN,UN PREVIEW,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,76
4KaCwku7yZUrDRcOc9rMmQ,"Pain, Sweet, Pain",Zach Bryan,Boys Of Faith,2023-09-22,66
3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,2023-09-15,95
4bw8mcDUSRWfQo63ZTYRnU,Según Quién,Maluma,Don Juan,2023-08-25,88
4CIyxiObT9G35HrSItAblR,HVN ON EARTH (with Kodak Black),Lil Tecca,TEC,2023-09-22,73
3jfywRZH6cB2iLyKqo4EZd,Can't Have Mine (Find You A Girl),Dylan Scott,Livin' My Best Life,2022-08-05,70
3RaCGXCiiMufRPoexXxGkV,Slime You Out (feat. SZA),Drake,Slime You Out,2023-09-15,73
3kfhS2L56Wj8fBcu7xE47H,Turks & Caicos (feat. 21 Savage),Rod Wave,Nostalgia,2023-09-15,75
5VXGNoY8O9qRJUYMciPTfc,Boyz Don't Cry,Rod Wave,Boyz Don't Cry,2023-09-13,60
4M68xjcc42oxyphhzpOWXS,Great Gatsby,Rod Wave,Nostalgia,2023-09-15,74
3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,greedy,2023-09-15,97
1xnAVO60FwWTRa7LJPoNKG,Long Journey,Rod Wave,Nostalgia,2023-09-15,65
7ry34dFOuoK2c5GoYWWsl3,Nostalgia,Rod Wave,Nostalgia,2023-09-15,63
4RMm3bonEDyYj5aJGkaJqX,Crazy,Rod Wave,Nostalgia,2023-09-15,60
59ksHIFa69pi0az2bKdu6s,HG4,Rod Wave,Nostalgia,2023-09-15,66
6VdBDm20nkyk6A29P785aJ,Checkmate,Rod Wave,Checkmate,2023-09-14,49
694k4TfDqOqmhebj79li54,Love For A Thug,Rod Wave,Nostalgia,2023-09-15,60
1VSJTVzLy3NfHQB6DpjKk9,2018,Rod Wave,Nostalgia,2023-09-15,63
2mexnPoWLPhuA6yocViyge,Keep It G,Rod Wave,Nostalgia,2023-09-15,58
7AFApnZCpYBlq2R2lpVfUb,Pass You By,Rod Wave,Nostalgia,2023-09-15,57
0wI9sEQbz9LlI7P1NDutmU,Love Story/Interlude,Rod Wave,Nostalgia,2023-09-15,60
10QtceSp0oOi9AfEymzTRG,Back Lit,Rod Wave,Nostalgia,2023-09-15,60
4hGmQboiou09EwhcTWa0H6,Another One Of Me (feat. 21 Savage),Diddy,The Love Album: Off The Grid,2023-09-15,62
5mjYQaktjmjcMKcUIcqz4s,Strangers,Kenya Grace,Strangers,2023-09-01,89
6fDRECyrduLIU9HwbpsRR2,Rap Beef,Rod Wave,Nostalgia,2023-09-15,57
0cVyQfDyRnMJ0V3rjjdlU3,Lil Boo Thang,Paul Russell,Lil Boo Thang,2023-08-18,85
2gyxAWHebV7xPYVxqoi86f,get him back!,Olivia Rodrigo,GUTS,2023-09-08,82
34sOdxWu9FljH84UXdRwu1,all-american bitch,Olivia Rodrigo,GUTS,2023-09-08,81
4YQImHflXSiIMXntcwPkx8,Bongos (feat. Megan Thee Stallion),Cardi B,Bongos (feat. Megan Thee Stallion),2023-09-08,74
3Nl5OkkmS5DaBZvuYofpAt,the grudge,Olivia Rodrigo,GUTS,2023-09-08,79
5CscrLqFBgPfZR8fGtikov,making the bed,Olivia Rodrigo,GUTS,2023-09-08,77
53dtP2iUMvaF28JZcHnFuU,logical,Olivia Rodrigo,GUTS,2023-09-08,76
6QT6j7rKt7Vk3IuV2AUO9W,lacy,Olivia Rodrigo,GUTS,2023-09-08,80
5sp71CUt0jXRNqHblPGp7b,ballad of a homeschooled girl,Olivia Rodrigo,GUTS,2023-09-08,77
26QLJMK8G0M06sk7h7Fkse,love is embarrassing,Olivia Rodrigo,GUTS,2023-09-08,80
6W9l02gRsXVxzIuQC1oc1X,pretty isn’t pretty,Olivia Rodrigo,GUTS,2023-09-08,75
7fesNTgTEMEH0ye8MOgEDY,teenage dream,Olivia Rodrigo,GUTS,2023-09-08,74
5h1BN75CEh8wdSwE1xrbSe,Slow Dancing,V,Layover,2023-09-08,84
2ixygoa1o3CdZknv1PPjyj,Bipolar,Chris Jedi,Bipolar,2018-03-09,61
79DPYZ6x8FfzgSgPoPhpC3,Last Time I Saw You,Nicki Minaj,Last Time I Saw You,2023-09-01,62
4EEjMyQub6tgFVshlM9j1M,Margaritaville,Jimmy Buffett,"Changes In Latitudes, Changes In Attitudes",1977-01-01,69
1xemKSmCnH59ze3KX5wwgH,Demons,Doja Cat,Demons,2023-08-31,66
1kCVncgHcTEICcK3fG63jR,Come See Me,Rod Wave,Come See Me,2023-09-01,55
2Sy3dDqPwjnTO3PnommJPe,"Que Onda (made popular by Calle 24, Chino Pacas x Fuerza Regida) [vocal version]",Party Tyme,Spanish Hits 2023 - Party Tyme (Spanish Vocal Versions),2023-11-17,1
7icwQvajsokotDfM3tefW6,SkeeYee,Sexyy Red,Hood Hottest Princess,2023-06-09,75
0MBRKCgePXewM1iBQiPn7Q,Keep Going Up (with Nelly Furtado & Justin Timberlake),Timbaland,Keep Going Up,2023-09-01,60
4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,Zach Bryan,2023-08-25,92
41WQUSINanQHfhfKpFDsms,Used To Be Young,Miley Cyrus,Endless Summer Vacation,2023-08-18,79
3EvZ03hGAFwGZ2Ebcu86YH,Tourniquet,Zach Bryan,Zach Bryan,2023-08-25,81
3EvZ03hGAFwGZ2Ebcu86YH,Tourniquet,Zach Bryan,Zach Bryan,2023-08-25,81
0HEytGQM3bG1vKxER7IgVK,Spotless (feat. The Lumineers),Zach Bryan,Zach Bryan,2023-08-25,82
00syWkRGIVQvYsg2OwfBUw,East Side of Sorrow,Zach Bryan,Zach Bryan,2023-08-25,77
6iF4RgIjDvDqyW13PezSj3,Single Soon,Selena Gomez,Single Soon,2023-08-25,80
3EvZ03hGAFwGZ2Ebcu86YH,Tourniquet,Zach Bryan,Zach Bryan,2023-08-25,81
3EvZ03hGAFwGZ2Ebcu86YH,Tourniquet,Zach Bryan,Zach Bryan,2023-08-25,81
5pIVEk6Di7n1v5khOzJaJL,Overtime,Zach Bryan,Zach Bryan,2023-08-25,70
7eOuUmpnHBlg5zsm8Cs7c3,Summertime's Close,Zach Bryan,Zach Bryan,2023-08-25,70
0GMiRrUnQuoGddKMsxGPIZ,Fear and Friday's,Zach Bryan,Zach Bryan,2023-08-25,74
1HwDRgozGBMyfJTQUfz09A,Ticking,Zach Bryan,Zach Bryan,2023-08-25,68
7C1BLYzAvR0KdBpov3GpUZ,El Dorado,Zach Bryan,Zach Bryan,2023-08-25,68
3itgPtXSu4I9mr2QD6yrzP,Holy Roller (feat. Sierra Ferrell),Zach Bryan,Zach Bryan,2023-08-25,70
67aaFVnfvFWjxVQMd0jDb5,Smaller Acts,Zach Bryan,Zach Bryan,2023-08-25,70
44IXD2J5yyr7PpOZzz2cmQ,Fear and Friday's (Poem),Zach Bryan,Zach Bryan,2023-08-25,65
2pUYbyOIOSfDfsnCR3KceZ,Jake's Piano - Long Island,Zach Bryan,Zach Bryan,2023-08-25,67
6Otmq7JokHh38wKSqUimcS,Tradesman,Zach Bryan,Zach Bryan,2023-08-25,66
4ueTr01dkL360w1knfh21C,Oklahoman Son,Zach Bryan,Zach Bryan,2023-08-25,65
4L4m2mgZDF8KIkJPdWWIAf,Sittin' On Top Of The World,Burna Boy,Sittin' On Top Of The World,2023-06-01,63
1llzRvV9QpuNHjPu0rVQSp,There I Go (feat. J. Cole & Mike WiLL Made-It),Gucci Mane,There I Go (feat. J. Cole & Mike WiLL Made-It),2023-08-25,57
3fJHbMUnzceimOnNjp63fF,Primera Cita,Carin Leon,Colmillo De Leche,2023-05-19,78
7DswEZZthZ6piQpL25qGAM,On My Mama,Victoria Monét,JAGUAR II,2023-08-25,75
5W0RVQViQC7xocvAUnIs6Z,Call Your Friends,Rod Wave,Nostalgia,2023-09-15,68
6BOP0cv1eeXcvi1oE8bDVZ,Standing Room Only,Tim McGraw,Standing Room Only,2023-03-10,59
7kSBvPr9it26XjylB5LJkx,Barely Holdin' On,Polo G,Barely Holdin' On,2023-08-18,68
7nGY6TG3NF8MNdUOT2wJA4,F*ck U Thought,Lil Durk,F*ck U Thought,2023-08-18,57
7g6FlLHxbVqMi1s7S8tDTp,Summer Too Hot,Chris Brown,Summer Too Hot,2023-06-23,59
78Du4CMFgnhdlG33gblkiP,Rich Men North of Richmond,Oliver Anthony Music,Rich Men North of Richmond,2023-08-11,82
3IX0yuEVvDbnqUwMBB3ouC,bad idea right?,Olivia Rodrigo,GUTS,2023-09-08,84
54zcJnb3tp9c5OVKREZ1Is,MI EX TENÍA RAZÓN,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,86
5RqSsdzTNPX1uzkmlHCFvK,QLONA,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,90
2buC0ru4cVutdUhxIjH9Bj,"SUPPOSED TO BE LOVED (feat. Lil Baby, Future & Lil Uzi Vert)",DJ Khaled,SUPPOSED TO BE LOVED,2023-08-11,53
6UoKX6uLJwhsnyTp5k5StP,The Painter,Cody Johnson,The Painter,2023-08-11,74
0GJwUAlBMJTbY4VE7iE761,UNA NOCHE EN MEDELLÍN - REMIX,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,80
2USW8uFqLToqFKSVXDOEN8,Aint Gotta Dollar,Oliver Anthony Music,Aint Gotta Dollar,2022-09-21,68
4gJfPoMIcSDGY0tMGxm6Fu,OKI DOKI,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,78
2gT2iF1YK5r54A2PDEXVv8,Pretty Little Poison,Warren Zeiders,Pretty Little Poison,2023-03-17,74
505v13epFXodT9fVAJ6h8k,AMARGURA,KAROL G,MAÑANA SERÁ BONITO,2023-02-24,89
2N0SPREDYqILVEFSsWF5N5,Love Me Again,V,Layover,2023-08-11,88
37CoOXIsgF3NzbK1zHZetk,Mona Lisa (Spider-Man: Across the Spider-Verse),Dominic Fike,Mona Lisa (Spider-Man: Across the Spider-Verse),2023-06-02,71
6usohdchdzW9oML7VC4Uhk,Lose Control,Teddy Swims,Lose Control,2023-06-23,90
2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,Doja Cat,Paint The Town Red,2023-08-04,87
1p80LdxRV74UKvL8gnD7ky,Blank Space,Taylor Swift,1989,2014-10-27,75
0J1YRLYhTG1MBosjidD7OI,Good Good,USHER,Good Good,2023-08-04,69
0O3U5iwTbiXCREMkvotJuN,EL AMOR DE SU VIDA,Grupo Frontera,El Comienzo,2023-08-25,86
67nepsnrcZkowTxMWigSbb,MELTDOWN (feat. Drake),Travis Scott,UTOPIA,2023-07-28,82
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),Travis Scott,UTOPIA,2023-07-28,93
6wsqVwoiVH2kde4k4KKAFU,I KNOW ?,Travis Scott,UTOPIA,2023-07-28,88
0hL9gOw6XBWsygEUcVjxEc,HYAENA,Travis Scott,UTOPIA,2023-07-28,76
1PH2MDbcBAU094DlgTIND1,THANK GOD,Travis Scott,UTOPIA,2023-07-28,79
55IuU6L7o7kOGcvH5eP43u,Tropicana (Bonus Track),Topaz Jones,Arcade,2016-10-28,41
4kjI1gwQZRKNDkw1nI475M,MY EYES,Travis Scott,UTOPIA,2023-07-28,88
4oR8H2TSlOEadOte2229Wd,MODERN JAM,YMR,UTOP!A MOD3 (Instrumentals),2023-09-19,4
0OEe83mMZ5kaNw5uZQ7ilG,DELRESTO (ECHOES) (feat. Beyoncé),Travis Scott,UTOPIA,2023-07-28,70
1i9lZvlaDdWDPyXEE95aiq,TELEKINESIS (feat. SZA & Future),Travis Scott,UTOPIA,2023-07-28,84
7LSpFCvRZZot2AlmkUzy9k,SIRENS,Travis Scott,UTOPIA,2023-07-28,73
04WxWo7XeVyx22xEsrWRUb,GOD'S COUNTRY,Travis Scott,UTOPIA,2023-07-28,73
0bkV1iQHSxBaksUqgEkcbc,SKITZO (feat. Young Thug),Travis Scott,UTOPIA,2023-07-28,74
3xkA8ENdlyrjmMWMGXQwGN,Circus Music,The Hit Crew,Drew's Famous Presents Carnival Games Party Music,2016-01-01,43
4apQw2R6VkyjlS9OzFRk4u,Til Further Notice,Lou CharLe$,Life Goes On,2021-12-10,21
1olWQ1LOUYs4VBwx5N8Lz9,In Your Love,Tyler Childers,In Your Love,2023-07-27,68
7EiUtdeoWcKqLi5ELZCjYf,LOST FOREVER (feat. Westside Gunn),Travis Scott,UTOPIA,2023-07-28,71
0a4SMs889NwP8oWI7Vemle,LOOOVE (feat. Kid Cudi),Travis Scott,UTOPIA,2023-07-28,72
7hwDYSEPIrr5GO9Loxuk7E,Ghosts,Yung Lean,Psykos,2024-03-13,54
73S4fsK22WH929PLFNYgOj,JEALOUSY (feat. Cardi B),Offset,JEALOUSY (feat. Cardi B),2023-07-28,65
3BHFResGQiUvbYToUdaDQz,Enough Is Enough,Post Malone,AUSTIN,2023-07-28,73
444vevlQjTnKioLLncteGv,Something Real,Post Malone,AUSTIN,2023-07-28,69
1L0OmJV0LnPDWuHCIGmBV6,On The Radar Freestyle,Drake,On The Radar Freestyle,2023-07-26,71
3FtQes77xlbS9QTVts7p2u,Too Cool To Die,Post Malone,AUSTIN,2023-07-28,67
4MTuL20LF3pWebeJbcNh7p,Don't Understand,Post Malone,AUSTIN,2023-07-28,60
33vrRiIiut4rOFmkgorJD6,Aquí Te Espero,Ivan Cornejo,Aquí Te Espero,2023-07-27,73
6V1TqJxtw3P0ouCKICvl9l,Novacandy,Post Malone,AUSTIN,2023-07-28,64
5L3ecxQnQ9qTBmnLQiwf0C,K-POP,Travis Scott,K-POP,2023-07-21,77
7MSWxMumjz6lHj7oRApNbg,White Horse,Chris Stapleton,White Horse,2023-07-21,77
5JYPXqMwYc0zTODQdjMEZN,Deli,Ice Spice,Like..? (Deluxe),2023-07-21,79
60eA3QITW5G2D7Woc11uKc,Heartbroken (feat. Jessie Murph & Polo G),Diplo,Diplo Presents Thomas Wesley: Chapter 2 - Swamp Savant,2023-07-28,72
7GRv55NwkjxU2ysJLwzC9c,Speed Drive,Charli XCX,Barbie The Album,2023-07-21,66
56v8WEnGzLByGsDAXDiv4d,ETA,NewJeans,NewJeans 2nd EP 'Get Up',2023-07-21,81
3zXIvb4nZ3cTdT8CsbTy3U,I'm Just Ken,Ryan Gosling,Barbie The Album,2023-07-21,71
3jhV8I9sIPXsjPs2ZOnSaf,But I Got A Beer In My Hand,Luke Bryan,But I Got A Beer In My Hand,2023-05-05,61
02wk5BttM0QL38ERjLPQJB,Cool With You,NewJeans,NewJeans 2nd EP 'Get Up',2023-07-21,78
5BEUl9yGOczlrGpuEayyrP,Talibans II,Burna Boy,Meet Me @ the Club,2024-04-18,0
1XoANQIq3IKd0YsZTDd4RR,Equal Dirt,Rylo Rodriguez,Been One,2023-06-30,58
7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto),Jung Kook,Seven (feat. Latto),2023-07-14,84
5BqI4ugJL5WaPRQ6MlC8Ho,Try That In A Small Town,Jason Aldean,Highway Desperado,2023-11-03,70
48y2Q7UKDCkcNLjF05gNS9,What Was I Made For Billie Eilish Phonk Cover,PHONK,Hot Phonk Covers From Viral Songs,2024-04-10,3
3t0ic4mkhvhamrKDkulB8v,Overdrive,Post Malone,Overdrive,2023-07-14,70
0BFQC00Y58JtjMyTXOJazO,S91,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,73
